ID;CLIENTES POTENC;SUCURSAL;PRODUCTOS;ARTICULOS VISIBLES;ACCESO;PUERTAS;SEGMENTO
4021;1;37;153;156;NO;0;C
4022;1;34;122;144;NO;2;A
4023;1;8;26;49;NO;0;C
4024;5;27;139;259;NO;5;B
4025;2;19;84;130;NO;2;B
4027;2;27;126;155;NO;0;B
4028;2;12;58;94;NO;2;C
4029;4;28;116;209;NO;3;B
4030;4;34;179;346;NO;5;B
4031;2;30;148;201;NO;1;A
4032;1;8;18;18;NO;1;C
4033;1;7;21;64;NO;2;C
4034;3;32;177;444;NO;2;B
4035;2;23;66;131;NO;0;B
4036;2;38;192;491;NO;1;A
4037;5;46;283;600;NO;6;A
4038;3;29;125;222;NO;7;B
4039;1;10;47;51;NO;0;C
4040;5;40;236;315;NO;7;A
4041;3;35;157;156;NO;3;B
4042;2;28;114;392;NO;6;A
4043;4;28;144;192;NO;4;B
4044;2;17;70;104;NO;3;C
4045;3;23;76;89;NO;4;C
4046;3;32;164;165;NO;4;B
4047;1;27;99;247;NO;0;C
4048;1;32;92;104;NO;0;C
4049;4;31;143;306;NO;3;B
4050;2;14;49;49;NO;0;C
4051;3;34;153;200;NO;2;B
4052;2;19;103;129;NO;3;B
4053;3;15;89;145;NO;0;B
4054;2;5;19;21;NO;1;C
4055;1;28;141;333;NO;1;A
4056;0;10;29;40;NO;0;C
4057;3;71;520;1082;NO;6;A
4058;1;26;86;78;NO;0;C
4059;2;25;102;109;NO;2;B
4060;3;34;174;224;NO;2;B
4061;4;19;70;66;NO;6;B
4062;2;58;382;922;NO;4;A
4063;4;34;149;238;NO;2;B
4064;3;27;140;302;NO;3;B
4065;1;18;72;61;NO;0;C
4066;2;15;58;116;NO;5;C
4067;2;41;229;354;NO;4;A
4068;1;32;129;118;NO;6;A
4069;1;26;140;224;NO;0;C
4070;1;30;63;33;NO;0;C
4071;1;7;25;74;NO;0;C
4072;1;33;150;207;NO;2;A
4073;4;34;130;282;NO;1;B
4074;1;27;102;190;NO;0;C
4075;3;13;88;132;NO;4;B
4076;2;11;32;62;NO;2;C
4077;1;26;155;331;NO;1;A
4078;3;23;142;251;NO;4;B
4079;2;16;62;235;NO;6;B
4080;3;23;120;241;NO;2;B
4081;4;18;63;66;NO;2;B
4082;1;10;48;35;NO;0;C
4083;4;21;103;156;NO;3;B
4084;2;11;38;51;NO;0;C
4085;2;17;67;71;NO;1;C
4086;4;21;101;138;NO;2;B
4087;2;22;96;118;NO;1;B
4088;3;24;124;161;NO;8;B
4089;0;37;78;87;NO;0;C
4090;3;33;140;156;NO;5;B
4091;4;21;79;77;NO;5;B
4092;2;14;51;49;NO;2;C
4093;3;43;221;440;NO;4;A
4094;1;34;179;230;NO;0;C
4095;3;40;186;350;NO;3;B
4096;7;49;277;797;NO;12;A
4097;4;26;101;129;NO;4;B
4098;0;4;4;0;NO;0;C
4099;0;3;3;2;NO;0;C
4100;0;1;1;0;NO;0;C
4101;1;14;75;117;NO;0;C
4102;3;17;99;168;NO;4;B
4103;1;12;59;90;NO;1;C
4104;1;22;70;109;NO;0;C
4105;1;8;21;36;NO;0;C
4106;2;14;67;108;NO;1;C
4107;2;25;77;43;NO;1;C
4108;2;20;72;159;NO;2;B
4109;2;7;35;45;NO;1;C
4110;2;44;240;735;NO;4;A
4111;3;13;56;85;NO;2;C
4112;3;20;157;236;NO;1;B
4113;3;33;120;145;NO;6;B
4114;2;27;143;226;NO;3;A
4115;2;48;265;420;NO;7;A
4116;5;21;91;129;NO;9;B
4117;4;31;164;250;NO;4;B
4118;3;30;205;314;NO;2;A
4119;1;14;40;112;NO;0;C
4120;3;25;100;136;NO;1;B
4121;3;30;100;137;NO;3;B
4122;4;37;176;310;NO;8;B
4123;4;17;102;116;NO;2;B
4124;3;34;173;221;NO;1;B
4125;6;28;130;203;NO;6;B
4126;5;25;128;188;NO;7;B
4127;3;27;96;147;NO;4;B
4128;3;24;128;171;NO;4;B
4129;1;18;63;57;NO;2;C
4130;2;43;194;530;NO;1;A
4131;5;49;252;769;NO;7;A
4132;4;41;248;316;NO;5;A
4133;2;38;207;625;NO;1;A
4134;2;12;56;94;NO;3;C
4135;1;32;161;354;NO;0;C
4136;3;13;42;85;NO;2;C
4137;4;36;149;301;NO;7;B
4138;2;25;81;105;NO;1;C
4139;11;7;18;39;NO;1;B
4140;1;11;25;57;NO;0;C
4141;3;22;95;229;NO;2;B
4142;5;16;68;64;NO;3;B
4143;3;19;91;117;NO;2;B
4144;2;10;66;93;NO;4;C
4145;1;32;77;84;NO;3;C
4146;4;32;104;138;NO;8;B
4147;3;42;203;551;NO;4;A
4148;2;26;109;116;NO;1;B
4149;2;24;98;182;NO;4;B
4150;4;21;111;150;NO;3;B
4151;3;19;66;59;NO;1;C
4152;2;14;55;45;NO;0;C
4153;3;34;155;248;NO;4;B
4154;2;25;87;62;NO;1;C
4155;1;13;26;19;NO;0;C
4156;1;14;39;54;NO;0;C
4157;1;44;212;206;NO;8;A
4158;4;40;200;194;NO;3;B
4159;1;40;202;230;NO;0;C
4160;2;27;124;137;NO;2;A
4161;5;21;108;180;NO;4;B
4162;3;34;152;404;NO;3;B
4163;3;21;125;149;NO;1;B
4164;4;30;155;167;NO;5;B
4165;4;44;273;380;NO;5;A
4166;2;27;141;161;NO;0;B
4167;2;31;131;131;NO;5;A
4168;3;35;180;265;NO;0;B
4169;1;19;65;76;NO;0;C
4170;1;22;79;151;NO;1;C
4171;3;42;184;535;NO;0;B
4172;2;27;135;294;NO;5;A
4173;1;11;34;33;NO;2;C
4174;1;29;183;306;NO;0;C
4175;1;12;44;85;NO;6;C
4176;3;41;226;268;NO;4;A
4177;3;17;91;311;NO;1;B
4178;3;46;159;218;NO;6;B
4179;1;5;12;12;NO;2;C
4180;5;16;70;79;NO;7;B
4181;4;53;365;588;NO;6;A
4182;4;35;265;411;NO;4;A
4183;5;45;314;484;NO;4;A
4184;2;29;119;220;NO;3;A
4185;1;51;306;465;NO;4;A
4186;3;45;152;271;NO;7;B
4187;2;35;195;230;NO;1;A
4188;6;32;217;396;NO;9;A
4189;2;23;114;197;NO;2;A
4190;2;30;140;179;NO;5;A
4191;6;53;366;685;NO;8;A
4192;2;21;82;218;NO;1;B
4193;2;24;110;310;NO;1;B
4194;1;27;136;217;NO;0;C
4195;3;29;181;381;NO;6;B
4196;2;28;156;315;NO;0;B
4197;1;30;96;202;NO;0;C
4198;2;18;86;98;NO;1;C
4199;2;13;44;46;NO;3;C
4200;2;13;61;106;NO;1;C
4201;5;37;142;314;NO;3;B
4202;2;24;91;169;NO;1;B
4203;2;30;131;127;NO;0;B
4204;3;63;375;1271;NO;2;A
4205;3;62;423;934;NO;2;A
4206;2;35;187;219;NO;4;A
4207;3;46;240;712;NO;3;A
4208;1;47;264;520;NO;0;C
4209;6;66;450;1245;NO;6;A
4210;3;44;352;768;NO;6;A
4211;2;12;42;66;NO;0;C
4212;2;14;88;115;NO;1;C
4213;1;8;29;34;NO;1;C
4214;1;22;90;155;NO;0;C
4215;3;31;184;390;NO;6;B
4216;2;10;29;36;NO;3;C
4217;3;36;132;287;NO;3;B
4218;4;35;205;246;NO;6;A
4219;3;12;40;39;NO;4;C
4220;5;62;336;1050;NO;5;A
4221;2;58;326;1007;NO;4;A
4222;8;61;348;1315;NO;10;A
4223;4;41;146;298;NO;2;B
4224;2;7;25;41;NO;1;C
4225;3;30;144;145;NO;2;B
4226;6;38;210;587;NO;6;A
4227;4;66;463;1127;NO;4;A
4228;3;37;200;261;NO;8;B
4229;0;30;111;110;NO;0;C
4230;3;30;131;139;NO;7;B
4231;3;38;264;457;NO;4;A
4232;5;40;219;369;NO;8;A
4233;3;31;171;251;NO;3;B
4234;2;25;98;168;NO;1;B
4235;3;28;150;210;NO;3;B
4236;4;27;167;257;NO;3;B
4237;2;23;114;137;NO;1;A
4238;4;21;102;143;NO;5;B
4239;4;17;81;199;NO;9;B
4240;4;49;373;724;NO;8;A
4241;2;28;215;296;NO;1;A
4242;3;18;86;124;NO;5;C
4243;3;47;342;627;NO;8;A
4244;1;61;335;635;NO;2;A
4245;1;35;154;340;NO;0;C
4246;4;34;243;410;NO;6;A
4247;4;33;213;325;NO;5;A
4248;2;36;219;355;NO;3;A
4249;4;28;141;229;NO;7;B
4250;2;12;91;164;NO;1;B
4251;3;29;141;247;NO;3;B
4252;3;46;363;698;NO;6;A
4253;3;17;64;125;NO;2;B
4254;2;19;98;139;NO;1;B
4255;3;25;122;158;NO;1;B
4256;5;38;225;249;NO;5;A
4257;4;39;223;361;NO;6;A
4258;1;33;146;284;NO;2;A
4259;1;12;28;53;NO;0;C
4260;1;34;187;295;NO;0;C
4261;3;31;169;260;NO;2;B
4262;2;14;57;93;NO;2;C
4263;3;20;79;77;NO;3;C
4264;2;15;77;141;NO;1;B
4265;2;40;312;557;NO;1;A
4266;2;19;48;68;NO;1;C
4267;2;13;27;32;NO;2;C
4268;1;48;251;298;NO;3;A
4269;1;31;202;290;NO;0;C
4270;3;39;293;604;NO;2;A
4271;4;43;307;590;NO;4;A
4272;3;33;181;272;NO;8;B
4273;1;27;134;198;NO;1;A
4274;4;21;67;64;NO;6;B
4275;3;63;386;830;NO;8;A
4276;3;24;136;228;NO;2;B
4277;4;36;224;426;NO;6;A
4278;2;13;63;200;NO;1;B
4279;1;37;75;46;NO;2;C
4280;1;19;119;108;NO;0;C
4281;1;43;253;346;NO;2;A
4282;2;23;111;186;NO;1;A
4283;3;29;120;135;NO;3;B
4284;4;44;274;404;NO;3;A
4285;2;44;233;336;NO;2;A
4286;2;44;323;576;NO;2;A
4287;1;14;60;56;NO;3;C
4288;2;39;262;400;NO;2;A
4289;2;17;78;70;NO;1;C
4290;2;37;152;123;NO;3;A
4291;2;18;86;219;NO;1;B
4292;4;38;178;480;NO;7;B
4293;2;32;189;465;NO;2;A
4294;1;16;62;76;NO;0;C
4295;3;33;226;307;NO;9;A
4296;3;36;112;135;NO;2;B
4297;3;36;131;142;NO;1;B
4298;3;28;144;251;NO;2;B
4299;3;16;71;77;NO;2;C
4300;1;11;27;34;NO;0;C
4301;1;31;185;366;NO;2;A
4302;1;25;63;66;NO;0;C
4303;2;12;45;73;NO;1;C
4304;1;19;65;44;NO;1;C
4305;4;62;381;763;NO;3;A
4306;6;39;162;380;NO;6;B
4307;3;39;174;256;NO;4;B
4308;3;48;246;377;NO;5;A
4309;2;27;136;245;NO;3;A
4310;1;31;97;278;NO;2;C
4311;4;35;200;668;NO;4;B
4312;2;9;39;62;NO;1;C
4313;3;34;212;754;NO;6;A
4314;3;22;89;209;NO;2;B
4315;2;24;71;125;NO;3;B
4316;5;31;180;567;NO;6;B
4317;4;35;194;304;NO;4;B
4318;2;32;187;279;NO;2;A
4319;4;51;416;692;NO;6;A
4320;2;42;253;322;NO;3;A
4321;3;35;227;631;NO;2;A
4322;2;16;84;114;NO;0;C
4323;2;11;25;25;NO;1;C
4324;2;25;118;123;NO;1;A
4325;2;38;189;400;NO;8;A
4326;3;13;69;99;NO;5;C
4327;2;38;217;349;NO;4;A
4328;2;29;166;275;NO;5;A
4329;1;22;127;141;NO;1;A
4330;4;27;98;147;NO;5;B
4331;3;29;134;142;NO;4;B
4332;3;16;62;81;NO;4;C
4333;3;38;221;530;NO;2;A
4334;2;12;47;130;NO;1;B
4335;1;22;117;135;NO;0;C
4336;3;26;162;236;NO;1;B
4337;5;27;106;106;NO;4;B
4338;2;14;68;66;NO;1;C
4339;3;12;46;51;NO;1;C
4340;1;13;61;76;NO;0;C
4341;2;10;44;40;NO;2;C
4342;4;47;291;643;NO;7;A
4343;3;37;150;210;NO;4;B
4344;2;12;53;101;NO;0;C
4345;2;10;44;43;NO;4;C
4346;6;45;323;505;NO;5;A
4347;2;16;47;58;NO;2;C
4348;4;30;156;495;NO;7;B
4349;1;9;42;166;NO;2;C
4350;2;29;126;142;NO;3;A
4351;5;43;272;540;NO;6;A
4352;4;31;141;184;NO;2;B
4353;2;26;127;158;NO;2;A
4354;5;23;76;73;NO;4;B
4355;3;37;158;151;NO;3;B
4356;1;16;69;194;NO;1;C
4357;2;27;116;142;NO;3;A
4358;3;24;89;103;NO;3;C
4359;2;14;69;143;NO;1;B
4360;1;42;239;228;NO;0;C
4361;4;23;115;349;NO;5;B
4362;1;38;182;290;NO;2;A
4363;1;7;15;31;NO;0;C
4364;3;33;109;74;NO;2;B
4365;3;32;171;257;NO;3;B
4366;3;44;303;455;NO;7;A
4367;1;11;47;68;NO;0;C
4368;2;12;74;112;NO;1;C
4369;3;26;106;110;NO;2;B
4370;2;21;79;73;NO;2;C
4371;1;32;127;220;NO;2;A
4372;4;40;275;412;NO;6;A
4373;2;31;119;259;NO;1;A
4374;1;11;34;71;NO;0;C
4375;5;39;209;478;NO;5;A
4376;3;15;62;63;NO;4;C
4377;3;33;95;112;NO;3;B
4378;1;24;77;86;NO;0;C
4379;1;21;55;79;NO;0;C
4380;4;25;76;69;NO;3;B
4381;1;10;24;23;NO;0;C
4382;2;11;38;57;NO;3;C
4383;1;13;67;57;NO;1;C
4384;4;33;153;365;NO;9;B
4385;3;31;144;324;NO;4;B
4386;1;9;48;117;NO;1;C
4387;1;21;98;153;NO;4;C
4388;0;11;26;22;NO;0;C
4389;1;19;54;45;NO;2;C
4390;2;13;78;282;NO;1;B
4391;3;33;231;312;NO;4;A
4392;5;31;189;376;NO;3;B
4393;2;16;70;104;NO;1;C
4394;1;14;56;75;NO;2;C
4395;3;33;146;276;NO;3;B
4396;4;32;125;262;NO;8;B
4397;3;26;140;152;NO;2;B
4398;5;20;125;176;NO;2;B
4399;3;33;156;161;NO;5;B
4400;3;33;215;424;NO;3;A
4401;1;30;149;183;NO;1;A
4402;0;45;85;39;NO;0;C
4403;3;43;257;358;NO;3;A
4404;2;9;25;44;NO;2;C
4405;2;20;58;86;NO;4;C
4406;5;37;187;261;NO;3;B
4407;3;21;62;47;NO;3;C
4408;2;35;154;217;NO;1;A
4409;1;13;51;94;NO;0;C
4410;5;39;158;184;NO;4;B
4411;1;12;52;107;NO;0;C
4412;2;48;313;375;NO;2;A
4413;1;25;97;94;NO;3;C
4414;2;23;46;58;NO;1;C
4415;2;34;113;136;NO;1;A
4416;2;38;102;97;NO;2;B
4417;2;30;117;152;NO;1;A
4418;2;34;100;113;NO;2;B
4419;3;26;71;67;NO;2;C
4420;2;29;121;134;NO;5;A
4421;3;18;64;66;NO;4;C
4422;3;31;125;140;NO;5;B
4423;2;39;175;321;NO;1;A
4424;4;38;199;365;NO;3;B
4425;1;23;90;118;NO;1;C
4426;3;14;65;121;NO;1;C
4427;1;13;45;43;NO;0;C
4428;1;41;94;104;NO;2;C
4429;4;37;241;354;NO;6;A
4430;4;33;223;330;NO;2;A
4431;3;31;154;189;NO;2;B
4432;1;42;113;128;NO;2;A
4433;2;24;95;142;NO;3;B
4434;5;46;328;539;NO;7;A
4435;1;12;52;81;NO;0;C
4436;2;25;113;195;NO;2;A
4437;2;16;84;140;NO;3;B
4438;0;20;51;70;NO;0;C
4439;4;29;138;156;NO;4;B
4440;2;35;131;238;NO;6;A
4441;2;12;59;64;NO;1;C
4442;1;34;171;518;NO;0;C
4443;3;32;169;353;NO;6;B
4444;1;15;59;126;NO;0;C
4445;1;28;174;400;NO;0;C
4446;2;9;24;20;NO;0;C
4447;2;22;87;112;NO;3;C
4448;2;21;80;101;NO;1;C
4449;3;28;98;102;NO;1;B
4450;2;25;64;95;NO;1;C
4451;2;24;81;159;NO;3;B
4452;4;48;201;284;NO;4;A
4453;3;32;155;234;NO;3;B
4454;2;21;86;90;NO;0;C
4455;3;15;41;42;NO;0;C
4456;2;19;48;50;NO;2;C
4457;1;24;92;196;NO;1;C
4458;2;21;50;62;NO;6;C
4459;3;18;69;88;NO;4;C
4460;1;27;87;110;NO;0;C
4461;1;14;40;56;NO;0;C
4462;2;23;82;102;NO;3;C
4463;1;34;168;267;NO;0;C
4464;6;32;121;126;NO;4;B
4465;3;40;236;758;NO;4;A
4466;2;27;94;98;NO;3;B
4467;3;15;78;106;NO;2;C
4468;3;18;48;39;NO;4;C
4469;2;19;63;56;NO;2;C
4470;4;35;196;248;NO;6;B
4471;1;27;97;131;NO;2;C
4472;3;26;165;394;NO;10;B
4473;2;21;129;223;NO;4;A
4474;1;16;55;42;NO;0;C
4475;1;33;106;142;NO;2;C
4476;3;21;103;130;NO;4;B
4477;1;13;89;146;NO;0;C
4478;1;23;91;98;NO;0;C
4479;4;48;293;451;NO;5;A
4480;2;49;311;456;NO;3;A
4481;3;30;161;337;NO;6;B
4482;5;25;117;210;NO;3;B
4483;3;37;224;337;NO;3;A
4484;3;25;157;311;NO;3;B
4485;2;19;103;145;NO;3;B
4486;1;15;48;45;NO;0;C
4487;2;41;204;295;NO;1;A
4488;4;28;135;349;NO;3;B
4489;3;35;186;275;NO;4;B
4490;3;19;78;68;NO;2;C
4491;3;35;216;279;NO;5;A
4492;2;11;63;116;NO;1;C
4493;1;15;58;106;NO;0;C
4494;3;22;72;146;NO;5;B
4495;2;10;39;94;NO;3;C
4496;0;14;26;26;NO;0;C
4497;1;24;60;40;NO;2;C
4498;1;21;89;71;NO;0;C
4499;3;17;117;155;NO;3;B
4500;3;15;63;108;NO;2;C
4501;4;26;164;344;NO;3;B
4502;3;24;126;129;NO;4;B
4503;1;13;76;142;NO;0;C
4504;3;29;113;164;NO;4;B
4505;3;35;178;303;NO;4;B
4506;2;18;75;298;NO;5;B
4507;4;28;160;311;NO;6;B
4508;3;29;178;338;NO;5;B
4509;3;23;93;198;NO;5;B
4510;4;32;181;283;NO;9;B
4511;4;28;149;197;NO;5;B
4512;4;48;258;290;NO;13;A
4513;4;40;220;361;NO;7;A
4514;4;44;255;394;NO;8;A
4515;2;31;174;204;NO;1;A
4516;2;35;166;268;NO;3;A
4517;2;19;62;49;NO;1;C
4518;2;29;105;106;NO;2;B
4519;1;5;22;31;NO;0;C
4520;2;34;240;526;NO;8;A
4521;2;27;83;112;NO;3;C
4522;2;17;61;75;NO;1;C
4523;2;19;78;92;NO;0;C
4524;2;39;204;231;NO;3;A
4525;1;44;204;347;NO;0;C
4526;4;32;179;375;NO;1;B
4527;3;26;130;237;NO;4;B
4528;4;44;223;285;NO;6;A
4529;2;8;25;24;NO;3;C
4530;3;35;120;134;NO;4;B
4531;2;23;98;138;NO;1;B
4532;1;14;56;86;NO;1;C
4533;5;30;151;178;NO;6;B
4534;4;28;151;367;NO;7;B
4535;1;26;105;258;NO;2;C
4536;2;20;89;126;NO;5;B
4537;4;17;81;129;NO;3;B
4538;2;18;99;176;NO;1;B
4539;3;36;185;201;NO;1;B
4540;4;39;231;336;NO;5;A
4541;2;38;241;324;NO;4;A
4542;2;34;189;257;NO;4;A
4543;5;29;155;215;NO;6;B
4544;3;23;110;188;NO;3;B
4545;3;21;71;91;NO;1;C
4546;1;12;35;34;NO;0;C
4547;1;14;43;39;NO;0;C
4548;2;30;125;281;NO;1;A
4549;2;41;197;318;NO;3;A
4550;1;33;140;232;NO;0;C
4551;1;11;35;39;NO;0;C
4552;0;9;31;36;NO;0;C
4553;1;8;28;30;NO;1;C
4554;3;17;89;86;NO;3;C
4555;2;49;281;292;NO;0;B
4556;1;33;172;209;NO;2;A
4557;2;26;119;226;NO;1;A
4558;2;11;54;48;NO;0;C
4559;2;8;24;34;NO;2;C
4560;2;12;48;49;NO;2;C
4561;2;30;188;274;NO;1;A
4562;3;14;40;70;NO;4;C
4563;1;17;117;176;NO;5;A
4564;2;12;86;114;NO;1;C
4565;1;29;119;114;NO;3;A
4566;2;14;63;143;NO;1;B
4567;3;36;226;380;NO;3;A
4568;1;36;184;231;NO;0;C
4569;4;30;156;362;NO;6;B
4570;3;32;170;229;NO;2;B
4571;3;39;167;306;NO;2;B
4572;7;31;131;280;NO;9;B
4573;3;28;140;376;NO;2;B
4574;1;13;25;28;NO;0;C
4575;4;35;204;318;NO;3;A
4576;2;16;73;97;NO;2;C
4577;2;34;212;309;NO;0;B
4578;2;34;183;225;NO;1;A
4579;1;3;11;36;NO;1;C
4580;3;10;37;34;NO;3;C
4581;3;24;108;293;NO;2;B
4582;1;33;157;186;NO;0;C
4583;1;33;186;213;NO;1;A
4584;1;30;131;256;NO;0;C
4585;4;25;149;189;NO;3;B
4586;4;39;202;307;NO;5;A
4587;3;15;94;135;NO;2;B
4588;1;34;185;225;NO;1;A
4589;2;20;70;56;NO;4;C
4590;3;26;145;249;NO;2;B
4591;2;26;150;249;NO;3;A
4592;2;8;16;26;NO;1;C
4593;4;29;116;179;NO;2;B
4594;4;54;312;753;NO;2;A
4595;2;29;156;348;NO;6;A
4596;1;28;89;82;NO;0;C
4597;3;30;147;342;NO;6;B
4598;2;35;173;241;NO;0;B
4599;3;27;110;141;NO;2;B
4600;2;24;137;317;NO;2;A
4601;2;17;63;64;NO;1;C
4602;1;23;69;83;NO;0;C
4603;2;32;191;261;NO;5;A
4604;5;44;261;819;NO;13;A
4605;3;24;131;437;NO;5;B
4606;2;30;148;187;NO;4;A
4607;3;33;157;253;NO;4;B
4608;1;21;83;152;NO;0;C
4609;2;14;86;91;NO;1;C
4610;1;41;271;430;NO;0;C
4611;1;13;55;114;NO;1;C
4612;2;20;99;110;NO;3;B
4613;2;9;23;61;NO;0;C
4614;2;47;382;587;NO;0;B
4615;2;29;117;87;NO;0;B
4616;2;19;52;69;NO;2;C
4617;1;30;91;125;NO;2;C
4618;1;41;180;408;NO;0;C
4619;2;29;157;224;NO;1;A
4620;3;33;130;168;NO;3;B
4621;1;30;87;121;NO;0;C
4622;3;35;102;123;NO;3;B
4623;2;30;134;161;NO;2;A
4624;3;21;99;185;NO;5;B
4625;1;28;114;104;NO;2;A
4626;2;12;44;71;NO;2;C
4627;5;43;246;550;NO;7;A
4628;2;31;164;240;NO;4;A
4629;2;36;175;268;NO;2;A
4630;2;19;73;110;NO;1;C
4631;2;24;114;119;NO;3;A
4632;2;23;60;67;NO;1;C
4633;3;31;173;278;NO;4;B
4634;3;38;198;286;NO;1;B
4635;2;20;92;94;NO;1;B
4636;1;23;72;99;NO;1;C
4637;2;36;146;269;NO;4;A
4638;2;21;71;114;NO;3;C
4639;2;18;95;103;NO;1;B
4640;3;36;211;419;NO;4;A
4641;1;44;249;385;NO;0;C
4642;0;6;11;11;NO;0;C
4643;4;29;162;244;NO;10;B
4644;2;39;253;387;NO;3;A
4645;1;27;92;82;NO;4;C
4646;3;28;127;121;NO;1;B
4647;3;25;98;215;NO;2;B
4648;1;31;141;250;NO;0;C
4649;1;34;130;122;NO;0;C
4650;3;29;98;133;NO;3;B
4651;3;21;93;160;NO;2;B
4652;2;39;131;264;NO;3;A
4653;3;37;173;329;NO;6;B
4654;5;40;225;262;NO;3;A
4655;1;39;199;281;NO;0;C
4656;3;14;54;83;NO;2;C
4657;5;40;260;413;NO;5;A
4658;3;31;154;356;NO;3;B
4659;2;37;215;397;NO;5;A
4660;6;44;205;413;NO;9;A
4661;1;14;34;39;NO;0;C
4662;3;11;61;155;NO;2;B
4663;2;39;182;359;NO;4;A
4664;3;41;197;397;NO;2;B
4665;3;21;105;180;NO;4;B
4666;1;26;122;196;NO;1;A
4667;4;44;233;679;NO;4;A
4668;3;18;98;188;NO;3;B
4669;4;37;181;332;NO;6;B
4670;3;42;264;454;NO;8;A
4671;2;25;154;289;NO;1;A
4672;2;23;100;139;NO;2;B
4673;1;27;104;154;NO;2;C
4674;1;20;63;65;NO;0;C
4675;2;41;226;472;NO;2;A
4676;2;40;218;484;NO;2;A
4677;4;36;178;321;NO;3;B
4678;4;40;302;519;NO;3;A
4679;1;13;61;124;NO;2;C
4680;0;30;100;120;NO;0;C
4681;2;19;94;161;NO;1;B
4682;4;26;100;206;NO;5;B
4683;4;50;321;552;NO;8;A
4684;2;28;159;265;NO;0;B
4685;3;32;200;313;NO;4;B
4686;2;48;235;621;NO;6;A
4687;2;40;209;274;NO;3;A
4688;3;40;215;610;NO;1;A
4689;4;43;191;461;NO;3;B
4690;3;43;229;602;NO;2;A
4691;2;15;67;153;NO;2;B
4692;2;42;194;439;NO;2;A
4693;1;40;147;245;NO;0;C
4694;5;41;249;477;NO;6;A
4695;3;20;98;141;NO;6;B
4696;5;52;151;153;NO;5;B
4697;1;10;30;65;NO;0;C
4698;3;39;232;804;NO;5;A
4699;1;9;17;11;NO;0;C
4700;2;20;81;83;NO;1;C
4701;1;11;21;42;NO;0;C
4702;3;46;341;524;NO;7;A
4703;1;32;154;145;NO;0;C
4704;4;47;385;632;NO;5;A
4705;1;41;265;364;NO;2;A
4706;2;32;221;485;NO;2;A
4707;2;23;84;127;NO;0;B
4708;3;27;144;287;NO;4;B
4709;2;46;244;330;NO;2;A
4710;4;43;266;366;NO;2;A
4711;3;22;115;163;NO;3;B
4712;2;44;209;203;NO;4;A
4713;4;53;360;473;NO;4;A
4714;4;41;231;461;NO;10;A
4715;2;23;98;181;NO;1;B
4716;1;43;303;438;NO;0;C
4717;1;16;121;272;NO;0;C
4718;3;32;104;133;NO;2;B
4719;2;32;119;136;NO;2;A
4720;1;5;14;23;NO;0;C
4721;3;28;157;211;NO;3;B
4722;1;6;19;96;NO;0;C
4723;1;15;55;45;NO;1;C
4724;4;45;321;749;NO;4;A
4725;1;16;63;194;NO;0;C
4726;1;28;109;155;NO;1;C
4727;3;25;118;186;NO;4;B
4728;3;35;137;180;NO;7;B
4729;1;9;47;57;NO;1;C
4730;1;21;53;110;NO;0;C
4731;2;27;182;288;NO;0;B
4732;4;33;208;402;NO;3;A
4733;1;16;37;41;NO;0;C
4734;7;34;147;230;NO;7;B
4735;3;41;127;104;NO;3;B
4736;2;23;116;194;NO;1;A
4737;2;45;316;593;NO;1;A
4738;3;34;169;213;NO;4;B
4739;1;19;67;72;NO;2;C
4740;1;32;84;6;NO;0;C
4741;3;24;153;181;NO;4;B
4742;1;27;134;150;NO;1;A
4743;5;32;146;209;NO;6;B
4744;2;33;186;198;NO;1;A
4745;1;21;73;62;NO;1;C
4746;0;11;23;31;NO;0;C
4747;1;10;28;40;NO;1;C
4748;1;9;31;40;NO;0;C
4749;3;23;113;241;NO;4;B
4750;1;35;132;243;NO;0;C
4751;1;32;127;391;NO;3;A
4752;4;30;162;420;NO;2;B
4753;3;41;206;547;NO;1;A
4754;3;17;59;72;NO;2;C
4755;1;23;150;155;NO;0;C
4756;3;47;247;703;NO;2;A
4757;2;41;185;184;NO;2;A
4758;4;16;45;37;NO;3;B
4759;3;23;85;69;NO;3;C
4760;2;38;184;352;NO;1;A
4761;2;33;210;346;NO;1;A
4762;1;17;74;106;NO;0;C
4763;0;0;0;0;NO;0;C
4764;1;26;72;126;NO;2;C
4765;2;39;183;431;NO;2;A
4766;1;19;102;134;NO;2;C
4767;2;64;446;1239;NO;3;A
4768;7;35;184;293;NO;9;B
4769;4;23;84;167;NO;5;B
4770;1;13;46;78;NO;0;C
4771;3;30;150;184;NO;5;B
4772;1;5;9;4;NO;0;C
4773;1;19;91;201;NO;2;C
4774;1;30;138;242;NO;1;A
4775;2;20;77;162;NO;2;B
4776;3;28;98;117;NO;3;B
4777;2;27;151;211;NO;3;A
4778;1;20;92;263;NO;0;C
4779;1;19;97;114;NO;0;C
4780;2;19;96;94;NO;2;B
4781;3;31;146;191;NO;4;B
4782;2;21;97;80;NO;4;B
4783;2;7;26;58;NO;2;C
4784;3;51;387;883;NO;5;A
4785;1;18;73;135;NO;0;C
4786;4;19;84;110;NO;6;B
4787;1;17;76;98;NO;0;C
4788;1;29;113;166;NO;0;C
4789;2;33;174;200;NO;2;A
4790;4;27;130;351;NO;6;B
4791;6;40;269;484;NO;5;A
4792;1;7;26;54;NO;0;C
4793;2;13;50;67;NO;2;C
4794;2;12;63;134;NO;2;B
